timestamp,left_ear,right_ear,avg_ear,label
1767226221.724684,0.34476620708814676,0.333667423467693,0.3392168152779199,0
1767226221.788411,0.3415485331106676,0.35006008798974947,0.34580431055020855,0
1767226221.821462,0.33121387654567586,0.35006008798974947,0.34063698226771266,0
1767226221.8539782,0.3162381879567241,0.30895835799843235,0.31259827297757825,0
1767226221.8865979,0.29963995067404986,0.30138977558770874,0.3005148631308793,0
1767226221.921403,0.28924187919933464,0.30227766775707127,0.2957597734782029,0
1767226221.953273,0.28924187919933464,0.30138977558770874,0.2953158273935217,0
1767226221.9870799,0.284528139004488,0.29232120058993943,0.2884246697972137,0
1767226222.0201018,0.284528139004488,0.28164480669655834,0.28308647285052313,0
1767226222.05337,0.28332959979194355,0.28603363432075335,0.2846816170563484,0
1767226222.089494,0.2880234839455528,0.29361126879431576,0.2908173763699343,0
1767226222.1208751,0.284528139004488,0.2965286501750038,0.2905283945897459,0
1767226222.154599,0.27996392643554596,0.291821846203972,0.28589288631975895,0
1767226222.1868732,0.28723935886126717,0.3038258059422883,0.2955325824017777,0
1767226222.2199821,0.28723935886126717,0.3038258059422883,0.2955325824017777,0
1767226222.253448,0.28612701549653063,0.30652024394747923,0.29632362972200493,0
1767226222.286786,0.28606298155657667,0.3089998707104771,0.2975314261335269,0
1767226222.320052,0.2944038170542219,0.29361126879431576,0.29400754292426884,0
1767226222.3533518,0.2944038170542219,0.2934967930207289,0.29395030503747543,0
1767226222.387607,0.2944038170542219,0.295378269592824,0.29489104332352295,0
1767226222.420151,0.29329451783550176,0.30122791210901595,0.2972612149722589,0
1767226222.45354,0.2944038170542219,0.30122791210901595,0.2978158645816189,0
1767226222.4865851,0.3012570449315348,0.29637448918190956,0.2988157670567222,0
1767226222.519915,0.2976394774674952,0.30883392017718075,0.30323669882233795,0
1767226222.553254,0.29843082266696885,0.31132035226550425,0.30487558746623655,0
1767226222.587059,0.3054999431816271,0.28476057750985995,0.2951302603457435,0
1767226222.6214058,0.27803695933896944,0.2725696334003587,0.2753032963696641,0
1767226222.6534069,0.2920297668818781,0.27833818371120894,0.2851839752965435,0
1767226222.687297,0.30118992829633884,0.28077243423058806,0.29098118126346345,0
1767226222.720078,0.3200508420007102,0.31838106788926207,0.3192159549449861,0
1767226222.753292,0.32328532100502544,0.31622776601683794,0.3197565435109317,0
1767226222.786974,0.3153636229427246,0.31645453389540107,0.3159090784190628,0
1767226222.819925,0.3015018690175273,0.3029039654841786,0.3022029172508529,0
1767226222.854398,0.3125082230918648,0.300069419287107,0.3062888211894859,0
1767226222.886392,0.2872060404042193,0.27739277720775257,0.2822994088059859,0
1767226222.9198022,0.2594205858433748,0.2702474937259706,0.2648340397846727,0
1767226222.9531908,0.2637466009420014,0.26944895569667254,0.26659777831933695,0
1767226222.986439,0.264471210872893,0.2760599020291289,0.2702655564510109,0
1767226223.019994,0.2607186188629724,0.26733502183526653,0.26402682034911945,0
1767226223.05315,0.2515375056233372,0.27011363051604403,0.2608255680696906,0
1767226223.087272,0.23562170578307498,0.2645146060370403,0.25006815591005765,0
1767226223.120211,0.24711806177474896,0.25930058325138733,0.25320932251306816,0
1767226223.153107,0.23106771499007298,0.25166595848116796,0.24136683673562048,0
1767226223.186388,0.22162861095177205,0.2519904197466517,0.23680951534921188,0
1767226223.219733,0.23516491534780443,0.2760542551332968,0.2556095852405506,0
1767226223.253035,0.2449609157881763,0.28702754699176064,0.26599423138996847,0
1767226223.290468,0.24714702975276295,0.27653315937748607,0.2618400945651245,0
1767226223.3210082,0.25055924311178157,0.29154548367590566,0.27105236339384364,0
1767226223.352988,0.25055924311178157,0.27880007965792086,0.2646796613848512,0
1767226223.3863602,0.2592786087861096,0.29751141262642605,0.2783950107062678,0
1767226223.4198,0.25509212486757593,0.31005173924535673,0.28257193205646636,0
1767226223.453132,0.24687217550230806,0.3133619579092507,0.2801170667057794,0
1767226223.486485,0.26355162579551555,0.3158407562609784,0.28969619102824695,0
1767226223.519906,0.27238150802181893,0.31577263483652496,0.29407707142917194,0
1767226223.554098,0.267290155095496,0.2923073214372116,0.2797987382663538,0
1767226223.586518,0.258390360956083,0.2616320506184719,0.26001120578727743,0
1767226223.619499,0.23088854064547115,0.2431712571869945,0.23702989891623283,0
1767226223.652988,0.245699504074479,0.23281009858985943,0.2392548013321692,0
1767226223.68629,0.24154307519818496,0.2367320152885917,0.23913754524338832,0
1767226223.746939,0.23360722178965257,0.214976817819951,0.2242920198048018,0
1767226223.7873669,0.23723082544499619,0.21944169451928994,0.22833625998214307,0
1767226223.81977,0.2353107007086223,0.2369095373859723,0.2361101190472973,0
1767226223.852337,0.24465139317090637,0.23717304215665894,0.24091221766378265,0
1767226223.886175,0.24050258874410285,0.23982102820979714,0.24016180847695,0
1767226223.919796,0.24499898912640208,0.23404458740508668,0.23952178826574438,0
